filename,class,xmin,ymin,xmax,ymax,width,height,split,path
1110017900_jpg.rf.cacba20f1da9a27b0d01847e393309dc.jpg,dhl,142,365,351,437,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1110017900_jpg.rf.cacba20f1da9a27b0d01847e393309dc.jpg
1115423721_jpg.rf.139e2507bbfd3d74abc74489b5bdecba.jpg,corona,95,361,283,582,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1115423721_jpg.rf.139e2507bbfd3d74abc74489b5bdecba.jpg
1126316527_jpg.rf.183730aaaa6b84b532d731f51d43ce88.jpg,dhl,370,236,490,295,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1126316527_jpg.rf.183730aaaa6b84b532d731f51d43ce88.jpg
1126316527_jpg.rf.183730aaaa6b84b532d731f51d43ce88.jpg,dhl,148,177,195,206,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1126316527_jpg.rf.183730aaaa6b84b532d731f51d43ce88.jpg
1140517362_jpg.rf.a08268cdff9790c7466669c49e0491c6.jpg,google,2,48,627,583,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1140517362_jpg.rf.a08268cdff9790c7466669c49e0491c6.jpg
1141654454_jpg.rf.1bdd81b27d741cbcc6318501196f76c0.jpg,aldi,55,81,576,474,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1141654454_jpg.rf.1bdd81b27d741cbcc6318501196f76c0.jpg
1152021015_jpg.rf.8a6ab10cd3f118c1af882c9b3619b180.jpg,guiness,153,167,448,261,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1152021015_jpg.rf.8a6ab10cd3f118c1af882c9b3619b180.jpg
1153770987_jpg.rf.20777cd5e9983b60c7ae9dc15ff61a82.jpg,apple,242,184,421,510,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1153770987_jpg.rf.20777cd5e9983b60c7ae9dc15ff61a82.jpg
1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1.jpg,dhl,232,253,441,372,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1.jpg
1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1.jpg,dhl,88,243,209,313,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1.jpg
1168071754_jpg.rf.c2dbe2c869abd7f53fee0ca32c69f051.jpg,singha,173,183,527,434,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1168071754_jpg.rf.c2dbe2c869abd7f53fee0ca32c69f051.jpg
1168898605_jpg.rf.8e424b5f8b230d7da263289717585b46.jpg,aldi,464,232,508,334,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1168898605_jpg.rf.8e424b5f8b230d7da263289717585b46.jpg
1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22.jpg,dhl,61,274,129,303,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22.jpg
1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22.jpg,dhl,386,357,542,403,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22.jpg
1172400914_jpg.rf.67cbc39d242eef2dde5819039c6d0659.jpg,corona,2,339,254,641,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1172400914_jpg.rf.67cbc39d242eef2dde5819039c6d0659.jpg
1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6.jpg,heineken,112,204,335,583,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6.jpg
1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6.jpg,heineken,343,157,561,524,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6.jpg
1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05.jpg,carlsberg,123,366,378,641,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05.jpg
1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05.jpg,carlsberg,362,372,636,641,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05.jpg
1196606226_jpg.rf.3dfaf19152d3c3e778207a4f0a94d004.jpg,shell,454,205,474,270,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1196606226_jpg.rf.3dfaf19152d3c3e778207a4f0a94d004.jpg
1202702531_jpg.rf.b6fa0955ce0ee5066a7797f7cc82f273.jpg,google,115,109,487,296,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1202702531_jpg.rf.b6fa0955ce0ee5066a7797f7cc82f273.jpg
1204557649_jpg.rf.3b5c731f456d73b85be0d277fe62e0d8.jpg,heineken,151,215,458,493,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1204557649_jpg.rf.3b5c731f456d73b85be0d277fe62e0d8.jpg
1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg,starbucks,441,264,577,426,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg
1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg,starbucks,2,206,82,340,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg
1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg,starbucks,219,245,334,345,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg
1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg,starbucks,176,381,292,505,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776.jpg
1212023285_jpg.rf.48048da9641442e8ef6710835e283594.jpg,guiness,406,135,574,240,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1212023285_jpg.rf.48048da9641442e8ef6710835e283594.jpg
1217938417_jpg.rf.d0a4452ca23a7d6da7b116290dc79a79.jpg,nvidia,162,469,189,492,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1217938417_jpg.rf.d0a4452ca23a7d6da7b116290dc79a79.jpg
1219957924_jpg.rf.c0b63736e0614262cfcacc3f3f226182.jpg,paulaner,159,198,252,325,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1219957924_jpg.rf.c0b63736e0614262cfcacc3f3f226182.jpg
1223000300_jpg.rf.fd805f2f96070c3c676773c0226710c4.jpg,shell,448,214,470,280,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1223000300_jpg.rf.fd805f2f96070c3c676773c0226710c4.jpg
1224625994_jpg.rf.2670a3d170b69bed0af5fb650f7d91ac.jpg,ferrari,280,174,403,471,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1224625994_jpg.rf.2670a3d170b69bed0af5fb650f7d91ac.jpg
1224628248_jpg.rf.50d57854978f2ff72f43e5fecf220b9d.jpg,ferrari,174,71,526,568,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1224628248_jpg.rf.50d57854978f2ff72f43e5fecf220b9d.jpg
1224751761_jpg.rf.b59ce06f6c1e2715380fa99a0f8c26cc.jpg,ups,81,245,118,303,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1224751761_jpg.rf.b59ce06f6c1e2715380fa99a0f8c26cc.jpg
1226319201_jpg.rf.fad4a03afe9fea4273d8197f4ab48afb.jpg,guiness,78,189,333,439,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1226319201_jpg.rf.fad4a03afe9fea4273d8197f4ab48afb.jpg
1235769075_jpg.rf.c5211f41078361460d10355256711423.jpg,paulaner,186,295,305,376,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1235769075_jpg.rf.c5211f41078361460d10355256711423.jpg
1236630004_jpg.rf.2c3ae6095f829455fe2543167d17275b.jpg,paulaner,189,305,298,381,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1236630004_jpg.rf.2c3ae6095f829455fe2543167d17275b.jpg
1243589720_jpg.rf.71d0cc6838563d8f938a75699088b9f2.jpg,aldi,81,14,556,571,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1243589720_jpg.rf.71d0cc6838563d8f938a75699088b9f2.jpg
1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270.jpg,singha,185,357,379,538,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270.jpg
1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270.jpg,singha,367,359,563,549,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270.jpg
1253174112_jpg.rf.02c02d3657dccc1595447a4b118731e4.jpg,ferrari,182,60,527,560,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1253174112_jpg.rf.02c02d3657dccc1595447a4b118731e4.jpg
1277294960_jpg.rf.0f2716509186aab52f20463afa8cafdf.jpg,carlsberg,265,245,368,403,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1277294960_jpg.rf.0f2716509186aab52f20463afa8cafdf.jpg
1278272565_jpg.rf.ac19bde45931b739b4940624fefaa61d.jpg,dhl,338,300,465,375,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1278272565_jpg.rf.ac19bde45931b739b4940624fefaa61d.jpg
1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47.jpg,erdinger,409,378,619,503,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47.jpg
1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47.jpg,erdinger,469,185,546,233,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47.jpg
1295397664_jpg.rf.e546e924e610599cde758827438b93fd.jpg,dhl,61,377,265,431,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1295397664_jpg.rf.e546e924e610599cde758827438b93fd.jpg
1295397664_jpg.rf.e546e924e610599cde758827438b93fd.jpg,dhl,545,302,618,332,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1295397664_jpg.rf.e546e924e610599cde758827438b93fd.jpg
1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg,esso,355,48,464,100,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg
1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg,esso,2,276,95,384,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg
1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg,esso,150,392,192,422,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d.jpg
1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6.jpg,esso,64,2,200,59,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6.jpg
1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6.jpg,esso,518,2,639,62,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6.jpg
1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg,esso,2,310,111,419,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg
1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg,esso,247,78,306,133,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg
1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg,esso,432,83,486,133,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg
1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg,esso,139,425,162,449,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f.jpg
1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f.jpg,esso,182,67,302,132,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f.jpg
1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f.jpg,esso,576,72,640,135,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f.jpg
1314146086_jpg.rf.1073196b5309d4368053fadc93b7730e.jpg,guiness,268,492,421,570,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1314146086_jpg.rf.1073196b5309d4368053fadc93b7730e.jpg
1324439611_jpg.rf.a8fd06b3850e2658dd14653f6be36257.jpg,guiness,48,137,372,368,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1324439611_jpg.rf.a8fd06b3850e2658dd14653f6be36257.jpg
1325128183_jpg.rf.e68a65f0720ab753928c648b3365b3bc.jpg,nvidia,197,383,258,434,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1325128183_jpg.rf.e68a65f0720ab753928c648b3365b3bc.jpg
1330788745_jpg.rf.aa439ea3702c5164952e117e99c44484.jpg,cocacola,304,376,402,439,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1330788745_jpg.rf.aa439ea3702c5164952e117e99c44484.jpg
1348166115_jpg.rf.af6b33d0c2625e1e76bbf5561d0afd86.jpg,pepsi,78,42,548,482,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1348166115_jpg.rf.af6b33d0c2625e1e76bbf5561d0afd86.jpg
1351678434_jpg.rf.6d7a8bdb2b400d38f9530a824333357e.jpg,fosters,332,62,544,292,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1351678434_jpg.rf.6d7a8bdb2b400d38f9530a824333357e.jpg
1354674694_jpg.rf.9a8b99a038f82cf29aed01633528d0f4.jpg,cocacola,70,196,567,428,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1354674694_jpg.rf.9a8b99a038f82cf29aed01633528d0f4.jpg
1369455328_jpg.rf.b7a97b2bb5bb3ac74f544f7eac10e142.jpg,nvidia,298,300,358,354,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1369455328_jpg.rf.b7a97b2bb5bb3ac74f544f7eac10e142.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,141,288,185,340,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,211,288,246,338,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,285,289,320,337,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,347,283,388,336,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,482,281,530,332,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg,fosters,445,256,475,289,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6.jpg
1391606828_jpg.rf.60d8e8e907e6ba7115d79f9b3c360f8c.jpg,bmw,2,8,640,639,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1391606828_jpg.rf.60d8e8e907e6ba7115d79f9b3c360f8c.jpg
1393510590_jpg.rf.c1e606b74d3e08f9474948622a5c37a0.jpg,starbucks,198,177,448,359,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1393510590_jpg.rf.c1e606b74d3e08f9474948622a5c37a0.jpg
1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa.jpg,chimay,121,334,306,480,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa.jpg
1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa.jpg,chimay,320,364,487,521,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa.jpg
1402878574_jpg.rf.8f9c3889a008a2a7d5472873dc48e2ad.jpg,dhl,372,373,462,439,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1402878574_jpg.rf.8f9c3889a008a2a7d5472873dc48e2ad.jpg
1412080845_jpg.rf.5b3cd8274ebe7a9db1e8638ea6c79c1b.jpg,guiness,58,257,368,425,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1412080845_jpg.rf.5b3cd8274ebe7a9db1e8638ea6c79c1b.jpg
1430342798_jpg.rf.c23e0a5a19f04e25a1c0b6335889787a.jpg,chimay,394,303,641,602,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1430342798_jpg.rf.c23e0a5a19f04e25a1c0b6335889787a.jpg
1438122258_jpg.rf.19b84d937ef335292ad09ac98a6836c3.jpg,ups,249,385,281,441,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1438122258_jpg.rf.19b84d937ef335292ad09ac98a6836c3.jpg
1443246581_jpg.rf.3f41e15cb449eb384d0196b3185b07d0.jpg,ferrari,115,86,520,481,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1443246581_jpg.rf.3f41e15cb449eb384d0196b3185b07d0.jpg
1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a.jpg,dhl,248,322,331,362,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a.jpg
1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a.jpg,dhl,341,299,464,365,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a.jpg
1447353921_jpg.rf.eaa805df34a31a38ce88cda9ce5733bb.jpg,aldi,324,197,366,265,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1447353921_jpg.rf.eaa805df34a31a38ce88cda9ce5733bb.jpg
1468736300_jpg.rf.de1e5d2933896a5965af0e16639623d3.jpg,adidas,36,3,554,639,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1468736300_jpg.rf.de1e5d2933896a5965af0e16639623d3.jpg
1470343702_jpg.rf.ee0526901fb0b57fc4431368336e967b.jpg,stellaartois,71,273,414,629,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1470343702_jpg.rf.ee0526901fb0b57fc4431368336e967b.jpg
1483748966_jpg.rf.24ac9e2ae09a12695d409e085a356397.jpg,guiness,204,213,454,409,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1483748966_jpg.rf.24ac9e2ae09a12695d409e085a356397.jpg
1484869475_jpg.rf.4b7bb2ae613575f5ee1cb7408368d8f1.jpg,ford,224,174,302,220,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1484869475_jpg.rf.4b7bb2ae613575f5ee1cb7408368d8f1.jpg
1485104539_jpg.rf.d6c3cfe6250679777a40599710b16429.jpg,cocacola,261,104,581,320,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1485104539_jpg.rf.d6c3cfe6250679777a40599710b16429.jpg
1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg,dhl,165,306,278,333,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg
1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg,dhl,456,258,499,276,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg
1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg,dhl,276,300,304,313,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7.jpg
1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg,dhl,411,300,568,335,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg
1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg,dhl,85,244,148,258,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg
1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg,dhl,324,289,366,310,640,640,train,/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/train/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557.jpg
