patch_path,class,split
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1141654454_jpg.rf.1bdd81b27d741cbcc6318501196f76c0_55_81_576_474.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1152021015_jpg.rf.8a6ab10cd3f118c1af882c9b3619b180_153_167_448_261.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/apple/1153770987_jpg.rf.20777cd5e9983b60c7ae9dc15ff61a82_242_184_421_510.jpg,apple,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1_232_253_441_372.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1156023863_jpg.rf.27a6dc4998270d78f2d882922c9811e1_88_243_209_313.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/singha/1168071754_jpg.rf.c2dbe2c869abd7f53fee0ca32c69f051_173_183_527_434.jpg,singha,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1168898605_jpg.rf.8e424b5f8b230d7da263289717585b46_464_232_508_334.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22_61_274_129_303.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1169091753_jpg.rf.69b4f2ff69247ecf173a47250eaecf22_386_357_542_403.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/corona/1172400914_jpg.rf.67cbc39d242eef2dde5819039c6d0659_2_339_254_640.jpg,corona,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/heineken/1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6_112_204_335_583.jpg,heineken,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/heineken/1172881654_jpg.rf.a83d48ef62a27d1658ec9f062e0656e6_343_157_561_524.jpg,heineken,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/carlsberg/1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05_123_366_378_640.jpg,carlsberg,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/carlsberg/1179199291_jpg.rf.a2a0ae05bbfcfcd633091cfdfaf1be05_362_372_636_640.jpg,carlsberg,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/shell/1196606226_jpg.rf.3dfaf19152d3c3e778207a4f0a94d004_454_205_474_270.jpg,shell,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/google/1202702531_jpg.rf.b6fa0955ce0ee5066a7797f7cc82f273_115_109_487_296.jpg,google,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/heineken/1204557649_jpg.rf.3b5c731f456d73b85be0d277fe62e0d8_151_215_458_493.jpg,heineken,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776_441_264_577_426.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776_2_206_82_340.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776_219_245_334_345.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1210221035_jpg.rf.95c0f1ae2a7c20970ae78971306cc776_176_381_292_505.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1212023285_jpg.rf.48048da9641442e8ef6710835e283594_406_135_574_240.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1217938417_jpg.rf.d0a4452ca23a7d6da7b116290dc79a79_162_469_189_492.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/paulaner/1219957924_jpg.rf.c0b63736e0614262cfcacc3f3f226182_159_198_252_325.jpg,paulaner,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/shell/1223000300_jpg.rf.fd805f2f96070c3c676773c0226710c4_448_214_470_280.jpg,shell,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ferrari/1224625994_jpg.rf.2670a3d170b69bed0af5fb650f7d91ac_280_174_403_471.jpg,ferrari,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ferrari/1224628248_jpg.rf.50d57854978f2ff72f43e5fecf220b9d_174_71_526_568.jpg,ferrari,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ups/1224751761_jpg.rf.b59ce06f6c1e2715380fa99a0f8c26cc_81_245_118_303.jpg,ups,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1226319201_jpg.rf.fad4a03afe9fea4273d8197f4ab48afb_78_189_333_439.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/paulaner/1235769075_jpg.rf.c5211f41078361460d10355256711423_186_295_305_376.jpg,paulaner,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/paulaner/1236630004_jpg.rf.2c3ae6095f829455fe2543167d17275b_189_305_298_381.jpg,paulaner,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1243589720_jpg.rf.71d0cc6838563d8f938a75699088b9f2_81_14_556_571.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/singha/1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270_185_357_379_538.jpg,singha,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/singha/1247760657_jpg.rf.30c5068b803dc34a77bbeb2d34573270_367_359_563_549.jpg,singha,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ferrari/1253174112_jpg.rf.02c02d3657dccc1595447a4b118731e4_182_60_527_560.jpg,ferrari,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/carlsberg/1277294960_jpg.rf.0f2716509186aab52f20463afa8cafdf_265_245_368_403.jpg,carlsberg,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1278272565_jpg.rf.ac19bde45931b739b4940624fefaa61d_338_300_465_375.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/erdinger/1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47_409_378_619_503.jpg,erdinger,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/erdinger/1285163744_jpg.rf.9d26df12d533a43c7760dc5226fc4f47_469_185_546_233.jpg,erdinger,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1295397664_jpg.rf.e546e924e610599cde758827438b93fd_61_377_265_431.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1295397664_jpg.rf.e546e924e610599cde758827438b93fd_545_302_618_332.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d_355_48_464_100.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d_2_276_95_384.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305417205_jpg.rf.20ecfa9d75fd8d8178b28a84824ead8d_150_392_192_422.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6_64_2_200_59.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305420995_jpg.rf.139d525e685c78db24f51f9a01b149f6_518_2_639_62.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f_2_310_111_419.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f_247_78_306_133.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f_432_83_486_133.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1305435891_jpg.rf.ade05a6765733f1b4aadc7187f9f0d1f_139_425_162_449.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f_182_67_302_132.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/esso/1306306638_jpg.rf.fc1fd574d1c6545c04620a6d86865c2f_576_72_640_135.jpg,esso,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1314146086_jpg.rf.1073196b5309d4368053fadc93b7730e_268_492_421_570.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1324439611_jpg.rf.a8fd06b3850e2658dd14653f6be36257_48_137_372_368.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1325128183_jpg.rf.e68a65f0720ab753928c648b3365b3bc_197_383_258_434.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/cocacola/1330788745_jpg.rf.aa439ea3702c5164952e117e99c44484_304_376_402_439.jpg,cocacola,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/pepsi/1348166115_jpg.rf.af6b33d0c2625e1e76bbf5561d0afd86_78_42_548_482.jpg,pepsi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1351678434_jpg.rf.6d7a8bdb2b400d38f9530a824333357e_332_62_544_292.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/cocacola/1354674694_jpg.rf.9a8b99a038f82cf29aed01633528d0f4_70_196_567_428.jpg,cocacola,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1369455328_jpg.rf.b7a97b2bb5bb3ac74f544f7eac10e142_298_300_358_354.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_141_288_185_340.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_211_288_246_338.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_285_289_320_337.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_347_283_388_336.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_482_281_530_332.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/fosters/1389960629_jpg.rf.7bdeab0ba9555bff664097005df316d6_445_256_475_289.jpg,fosters,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/bmw/1391606828_jpg.rf.60d8e8e907e6ba7115d79f9b3c360f8c_2_8_640_639.jpg,bmw,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1393510590_jpg.rf.c1e606b74d3e08f9474948622a5c37a0_198_177_448_359.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa_121_334_306_480.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1397027854_jpg.rf.a854f10e3806e3b683eaea7f7c6b1eaa_320_364_487_521.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1402878574_jpg.rf.8f9c3889a008a2a7d5472873dc48e2ad_372_373_462_439.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1412080845_jpg.rf.5b3cd8274ebe7a9db1e8638ea6c79c1b_58_257_368_425.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1430342798_jpg.rf.c23e0a5a19f04e25a1c0b6335889787a_394_303_640_602.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ups/1438122258_jpg.rf.19b84d937ef335292ad09ac98a6836c3_249_385_281_441.jpg,ups,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ferrari/1443246581_jpg.rf.3f41e15cb449eb384d0196b3185b07d0_115_86_520_481.jpg,ferrari,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a_248_322_331_362.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1447287307_jpg.rf.975003391ede4025f1074bd22f3b807a_341_299_464_365.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1447353921_jpg.rf.eaa805df34a31a38ce88cda9ce5733bb_324_197_366_265.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/adidas/1468736300_jpg.rf.de1e5d2933896a5965af0e16639623d3_36_3_554_639.jpg,adidas,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/stellaartois/1470343702_jpg.rf.ee0526901fb0b57fc4431368336e967b_71_273_414_629.jpg,stellaartois,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/guiness/1483748966_jpg.rf.24ac9e2ae09a12695d409e085a356397_204_213_454_409.jpg,guiness,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ford/1484869475_jpg.rf.4b7bb2ae613575f5ee1cb7408368d8f1_224_174_302_220.jpg,ford,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/cocacola/1485104539_jpg.rf.d6c3cfe6250679777a40599710b16429_261_104_581_320.jpg,cocacola,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7_165_306_278_333.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7_456_258_499_276.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498325236_jpg.rf.3bc4e9db4d2ccea3e70a2d61ab3faaa7_276_300_304_313.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557_411_300_568_335.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557_85_244_148_258.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1498386250_jpg.rf.bf7f2e4370c76c1c07e71276de6d1557_324_289_366_310.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/starbucks/1513691035_jpg.rf.33e8eee31b9003d05283aeae13fec84c_213_44_451_298.jpg,starbucks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1519011100_jpg.rf.f7d79873a7b37d5680640f787c2d8e1e_177_295_197_311.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1519011100_jpg.rf.f7d79873a7b37d5680640f787c2d8e1e_316_353_334_372.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ups/1520528266_jpg.rf.332c00aa8d657b993f663d3d7d88db98_458_341_484_380.jpg,ups,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/ups/1522117271_jpg.rf.8345371fd5a3467a591f2000e0b42164_54_228_89_280.jpg,ups,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/cocacola/1529201482_jpg.rf.399b0f5b3ac7244be03dee983164e548_200_222_326_303.jpg,cocacola,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/cocacola/1546003088_jpg.rf.e5fbdc082f7f067af96b337e9c334d1e_219_308_375_370.jpg,cocacola,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1546451787_jpg.rf.f42224a4cad0ad310d291a886f799628_347_381_575_578.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1546451787_jpg.rf.f42224a4cad0ad310d291a886f799628_56_173_332_261.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/paulaner/1548356011_jpg.rf.305af929e9388a3eedcfd6bc5241956f_95_174_192_237.jpg,paulaner,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1558204890_jpg.rf.ec5f9ddd59d77f354f185a0548b99894_2_52_443_186.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1558204890_jpg.rf.ec5f9ddd59d77f354f185a0548b99894_434_56_640_186.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/shell/1570132985_jpg.rf.9bb00152730db3de838743cc99b3c307_131_62_199_181.jpg,shell,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/paulaner/1580511786_jpg.rf.54bb6c9665ed3b2aae4b188fbd51a4ca_252_238_388_402.jpg,paulaner,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1588050911_jpg.rf.278b0691bd5e0f2c8d03f89e885809c1_92_64_386_514.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/becks/1652472611_jpg.rf.ae88952880c22749edee1ff6b91397f9_217_227_322_477.jpg,becks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/becks/1652472611_jpg.rf.ae88952880c22749edee1ff6b91397f9_331_252_452_521.jpg,becks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1671985357_jpg.rf.4f4591341a84f026f81a785441e6d630_375_86_637_302.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/chimay/1671985357_jpg.rf.4f4591341a84f026f81a785441e6d630_21_116_359_199.jpg,chimay,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/google/1672560417_jpg.rf.a1857ce565c350f0f9b0a2f7356e5523_109_297_463_428.jpg,google,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1674074500_jpg.rf.f494663f51c14d3b86bc59109415656b_300_237_459_331.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1674074500_jpg.rf.f494663f51c14d3b86bc59109415656b_460_278_482_304.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1674074500_jpg.rf.f494663f51c14d3b86bc59109415656b_85_313_123_336.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/dhl/1674074500_jpg.rf.f494663f51c14d3b86bc59109415656b_619_157_640_175.jpg,dhl,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1682591746_jpg.rf.baa60fb7d8dbfa6e077aed1ab00c198d_409_109_508_262.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1682591746_jpg.rf.baa60fb7d8dbfa6e077aed1ab00c198d_205_332_220_353.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1682591746_jpg.rf.baa60fb7d8dbfa6e077aed1ab00c198d_101_124_117_150.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/bmw/1693156716_jpg.rf.fbff15a7b8180b5997a3bd24b5ffa46d_189_171_586_536.jpg,bmw,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/becks/1699850882_jpg.rf.c43d433245fd9f7e99adf26279c30a94_125_203_439_437.jpg,becks,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/singha/1713921398_jpg.rf.197e248586c8f3b8d5adb727e91e0985_238_254_393_511.jpg,singha,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1715240197_jpg.rf.681ec3f0e12e90ec5c7c1d6c6cd8a157_445_160_482_200.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/aldi/1732524724_jpg.rf.f646ac759202262b551c5af4cce6a16a_320_54_451_275.jpg,aldi,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/nvidia/1795313873_jpg.rf.a78438b2299a50ed011bd65b2c137883_548_77_603_160.jpg,nvidia,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/erdinger/1798769871_jpg.rf.8509b9d70bc269327539091832cb9db0_227_332_476_522.jpg,erdinger,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/tsingtao/1806892162_jpg.rf.a05d587f79b508e3db0d936dbbc8c678_255_326_367_529.jpg,tsingtao,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/tsingtao/1806892162_jpg.rf.a05d587f79b508e3db0d936dbbc8c678_379_150_419_228.jpg,tsingtao,train
/Users/eeguskiza/Documents/Deusto/2025/Vision/proyecto_vision/data/processed/patches/tsingtao/1806892162_jpg.rf.a05d587f79b508e3db0d936dbbc8c678_289_124_339_172.jpg,tsingtao,train
